Text|Label
if we want them to go back home we've got to carry out food distribution programs build water systems and rehabilitate farms and housing in the wake of the bombing all factors that will contribute to pulling them back home|1
good night please help me health problem|0
rts s the only advanced malaria vaccine in its final study trials is intended for exclusive use against the plasmodium falciparum malaria parasite which is most prevalent in sub saharan africa|1
i'm not going to be worried until my internet goes down #sandybe careful about this super monster storm on tv x djmotwister everybody must stay at home are you not afraid with #sandy|0
while tailored to each family's particular needs each kit typically includes cooking pots a charcoal stove dishes and utensils blankets sleeping mats soap a water container a bucket a basin plastic sheeting mosquito nets a water filter and basic foodstuffs rice beans maize sugar salt cooking oil and in some cases even a pair of goats|1
we're also identifying care and evacuation procedures to support these professionals in their heroic humanitarian work|1
where port au prince is concerning the earthquake|0
thing i learned from sandy i would suck as an amish|0
people are in urgent need of tents warm clothing blankets wood for burning purposes medicines and canned and dry food|1
i suffering from a crush injury the doctor said there's nothing that can be done to help me i'm in allot of pain|0
added heat stress shifting monsoons and drier soils may reduce yields by as much as a third in the tropics and subtropics where crops are already near their maximum heat tolerance|0
the ministry of social affairs reports that the provincial office of social affairs has a sufficient supply of food|1
my house was destroyed i have no money i dont know what to do|1
ocha said madagascar was prone to natural disasters including endemic drought in the south currently threatening some 130 000 people and recurrent cyclones and annual flooding which affect most other parts of the island|0
to be able to continue planting we need health care because malaria and typhoid are spreading out message from the peasants group of fondikak gppf|1
at least 200 school children were buried when two schools affiliated to a steam turbine factory in hanwang township of mianzhu 30 kilometers to the epicenter wenchuan toppled in the quake|1
the following day gunmen fired machine guns and rocket propelled grenades at an ethiopian convoy in hurwa district|1
as with the other areas lillavois was damaged especially for lillavois 42 we never received any aid we are imploring the ngos with the authorities to pay attention to our plea|1
right now i left the city becuase people are hungry in porpt au prince my mom and my dad which always look up for me|1
sydney indonesia relief a nation based on agriculture and forest sector exports all over the world new zealand has engineered a variety of equipment for forestry purposes including petrol powered portable sawmills that could be an opportunity for ngos to microfinance to acehnese tradesmen making a new business|0
nyc never been this bad #donthavepowerfor4 8businessdays #prayers #sandy 14st and 8th ave http t co n20tit3c|0
world vision india is providing two power generators to the schools to ensure the safety and protection of children|0
the mugara cinder cone has been cut by the graben system to the west and shows evidence of significant instability|0
we are located in canape vert next to the comcel's antenna we haven't received anything to eat please help us we're starving|1
you will move the people that are lodged to the champ de mars in other which place you will put them|1
there was a machine pushing the rock boulders into the gorge in order to clear the road|0
the power is going out at my house because of hurricane sandy|1
with additional medium to heavy rains and thunderstorms forecast for the central region over the weekend select emergency team members are prepared to visit affected areas early next week if needed|1
you need to have adequate resources he said and actors all over the theatre|0
i get information which are not clear troublesome in cap haitian|0
naval lieutenant mohamed turay of the surveillance patrol unit said a total of 120 corpses have now been buried some in mass graves because of their badly decomposed condition|1
however if we put stoves inside the tents there is the risk of fires which could spread to other tents in congested camps|0
currently there were no formal economic sectors and agriculture and home based crafts offered the only opportunities for women's employment|0
jinde charities sent this new team of health care professional volunteers to participate in specialist training in the care for the elderly in association with tianjin he tong care and vocational education hospital|0
earlier this year at the chicago council on global affairs' symposium on global agriculture food security and nutrition president obama called for an all hands on deck effort to end hunger in the 21st century|0
the information we have to know about cyclone health education|1
the premier visited the paekam farm in sukchon county the wonhwa co operative farm in phyongwon county and the sangbukdong co operative farm in mundok county encouraging officials and agricultural workers in accelerating immediate farm work by introducing a scientific farming method including the water saving farming method despite a long spell of drought|0
the frightening situation of worldwide tb became even worse in 2006 with the detection of extensively drug resistant tuberculosis xdr tb a strain that is resistant to both first line antibiotics and to two classes of second line drugs|1
a series of powerful aftershocks rattled nerves after sunday's 6 8 magnitude quake which sent terrified people running from homes and hotels in the country's second biggest city of mandalay and surrounding villages|0
noone has come to visit us in delmas a1 we need food and water|1
pollination one hears by pollination the transportation of the grain of pollen since the stigmante of the same flower the direct pollination carries again the of autogamie|0
i know where to find a prisoner|0
the taliban movement which espouses an ultraconservative philosophy based on a blend of islamic fundamentalism and traditional pashtun custom became internationally known following a successful military drive in afghanistan's southwestern kandahar province in the autumn of 1994|0
i would like to know all last information concerning the country so that i know this i can make|0
the united nations also launched its first aerial assessment of the entire somali coastline in an attempt to identify other areas in need of help in the remote and largely lawless nation which until recently had been without a government for more than a decade|1
a gentle tongue can break bones|0
some 30 cottages have collapsed and some have even been swept away by rapti river in deukhuri according to reports|0
hello we are in carrefour feuille and need tents please|1
kenyan assistant minister for finance christopher lomada has called on the government to increase relief food supply to west potok district in northwestern kenya as a result of drought famine|1
we are more than 50 people sleeping on the street please help us find tent food|1
one can only appeal to the government and the opposition parties to rise to the occasion and help provide relief to the affected people|1
plans are being drawn up to airlift relief goods and personnel to the nearest airstrip last week fao dispatched 10 000 doses of newcastle disease vaccine to the mazar i sharif regional office for further distribution to poultry farmers and 26 000 kilos of molasses to drought affected farmers in dand arghandab and shiga districts of kandahar province|1
crown heights struggling to recover from #sandy the breukelen coffee house http t co zipbserc|0
map international is accepting cash donations to assist with its medical relief response to those devastated by the tsunami|1
hello i'd like to sign us in the service what can i do|0
patients were quarantined in bundibugyo hospital's isolation ward near the border with the democratic republic of congo drc which has had outbreaks of the virulent disease in the past|1
i would like to find supplementary information|0
when haiti will begin has to rebuild|0
simple measures such as having an evacuation plan and giving enough warning of approaching storms can really save lives|1
u30cf u30a4 u30c1 u306e u5730 u9707 u3001 u5915 u520a u306b u306f u6b7b u8005 u591a u6570 u3068 u3057 u304b u66f8 u3044 u3066 u306a u3044 u3051 u3069 u3001 u4e0b u624b u3059 u308b u3068 u6570 u5343 u4eba u898f u6a21 u3060 u3063 u3066 uff01 #haiti #earthquake|0
many thanks for all these messages i hope you are always continuing to give us good advice|0
there is now water for us to drink at st peter place at all if there is way for us to get it urgently|1
cholera is a waterborne intestinal infection that causes severe diarrhoea and vomiting leading to rapid dehydration|0
downpours and whirlwinds swept over binh dai district of the southern province of ben tre on may 4 damaging tens of houses and injuring 28 people|0
we may see lava spillages soon paying premium prices for tickets on a rickety wooden boat that will ply churning seas for 12 hours to reach the mainland sumatra port of sibolga many people have spent the night on the squalid dock on indonesia's nias island huddled against steady rain in addition save the children is working with a toys r us team in japan to provide immediate deliveries of urgently needed baby products to hard hit areas including 64 800 cases of diapers as well as blankets pajamas washcloths towels hats legwarmers|1
i don't speak english send it to me in creole or in french|0
i do not want information any more thank you|0
my house is now flooded to my knees said one resident out collecting wood from downed trees that he said he would use for cooking|1
i am an accounting student i would like to know where they are hiring people|0
that is that we must make when the earthquake will pass of time has other|1
people in the commune of lester in artibonite lots of people who are from there and other ones who just came over|0
he urged locals to set aside prejudices and vote for candidates who will genuinely serve the interests of the region and the country as a whole in the upcoming general election|0
i really like to know about the help that minusthah suppose to give us|1
please rescue valliant help us even if it's at night lots of mosquitos eating us up even come in the evening we need electricity|1
medium to long term needs will include reconstruction and rehabilitation of housing water supply schemes and sanitation facilities|1
i need a job can you help me i have 22 years old i over with school i am the only hope for my mother help me please|0
a judge overturned election victories by two ruling party lawmakers declaring on thursday that they illegally used violence and intimidation to defeat the opposition party leader and another candidate for parliament in elections last june ap reported the money will pay for treatment for the temporary tents for medical supplies especially iv fluids and antibiotics and for cleaning materials electricity and food for patients and their accompanying carers|1
this is nothing compared to what others are dealing with #sandyct http t co kagjhtafnot fun frankenstorm apocalypse hurricane sandy w allarecommon http t co n89wvkkurt mikebloomberg do not go outside conditions are extremely dangerous please stay where you are until the storm passes #sandy àö ü kbotill2 hey ya it's pretty stormy here and the power is on and off should be okay thanks for checking in this wind is so scary #fuckyousandyhere's a pic of a neighbors lobby #sandy #nyc http t co x2soptd1|0
i'm in tough straits i need work|0
by replenishing groundwater the weir will provide water for irrigation and livestock and will support the regeneration of degraded land and local ecosystems|0
he said that wapda has also been directed to immediately restore electricity supply in the affected areas|1
tonight i have a lot of problem|0
working with partners to build 422 latrines and 179 washrooms crs also provides mobilization demonstrations for latrines and washroom structures for the 17 communities served to date|0
19 353 people and their families have regained or strengthened their livelihoods in crop and vegetable farming livestock farming fisheries and small business|0
how can i do to receive help for provisional shelter|1
good evening i have lots of problem no one to help me|0
no address your answer is my only hope|0
however global and domestic response was the most outstanding and the reaction of the people of pakistan was one of our finest display of national cohesion and national commitment|0
in our area we don't have food or water please make some way possible for us good afternoon|1
however the fires led authorities in 36 regions to declare states of emergency and international media reports indicated that fire related smog impeded firefighting efforts|0
charges included assault and battery of several government workers and medical staff destruction of public buildings public insults or threats and rebellion|0
#sandy is a blessing for businesses everybody is out buying foods water and whatsoever they need #economy #nyc|1
i have gallons of bottles water candles|0
the reactor coolant filtering system is now in service for all three reactors|0
please help people in delma 65hennec street we need food water and tents thank you in advance|1
i am happy you see what is happening in my neighborhood rice sells for 350 gourdes|0
eilhimself and this eartquake was harder bigger and longer than 85 it was 8 richter where i live in santiago the chilean capital|0
bleaching and lime powder was also given to nodal points|0
i'd like to know when the major works will start|0
all the national news this morning please|0
islamabad acknowledg ing the hardship faced by farmers because of unfavourable weather conditions falling income and declining trend in prices of agricultural commodities in domestic and international markets amid rising cost of production prime minister nawaz sharif announced a relief package of rs341 billion on tuesday to revive the farm sector|1
the peak for dengue cases is generally during september end but due to intermittent rains last month the temperature got stabilized to about 25 degrees celsius conducive to breeding of the aedes mosquito in late may 2009 it was cyclone aila causing major flooding further deaths and destruction officials said the floods triggered by unusually heavy monsoon season rains in orissa and neighboring upstream states had washed away 4 000 houses and damaged 18 000 homes in the same low lying area that was savaged by a cyclone two years ago the heaviest rainfalls at 458 mm and 422 mm were recorded in quang tri's my chanh district and thua thien hue's a luoi town respectively in other areas the parasitic weed striga hermonitheca witchweed which is especially problematic on sorghum grown in nutrient poor soils is now widespread throughout the rain dependent cropping areas of northern ethiopia where it significant lowers potential crop yields under the influence of these meteorological conditions scattered rain with dust thundershower is expected in khyber pakhtunkhwa malakand hazara peshawar mardan kohat bannu and dera ismail khan divisions fata islamabad punjab rawalpindi gujranwala lahore sargodha faisalabad sahiwal bahawalpur multan and dera ghazi khan divisions gilgit baltistan and kashmir from sunday to tuesday tornadoes are violently rotating storms of small diameter produced in a severe thunderstorm august is the autumn rainy season in ke'erqin grasslands and the temperature drops to less than 10 celsius at night the price of vegetables will further decrease as the weather is getting warmer said huang predicting that because of the losses from the snow havoc the domestic edible oil price would be on the rise in the future|1
the need for meaningful sustainable employment especially for youth is a critical issue in nigeria|0
water and sanitation many organizations are addressing water and sanitation situation at the settlements through the provision of containers bottled drinking water disinfection tablets water tanks tap stands trucked water latrines bathing facilities and soaps|1
unchs habitat is working on gravelling the jada e abreshim road in district 7 of herat|0
according to the early recovery framework nearly 400 million is needed to assist communities from nine of the worst quake affected districts of nwfp and pakistani administered kashmir in 10 major sectors shelter employment livelihoods and agriculture governance environment education protection food and nutrition health water and sanitation|1
i want to have information on the earthquake|0
each of the facilities runs outreach programs in school health vector control and community health development|0
in response to the idps' wish to return to their home regions unhcr started a voluntary repatriation programme under which they were provided with transport wheat and plastic sheeting|1
as a nation we must answer key questions concerning the mandate and jurisdiction of the national and devolved governments when it comes to controlling infectious disease outbreaks or other national disasters|1
these areas have all seen a significant diminution in new infection rates since the burial work began|1
a 7 1 magnitude earthquake rocked remote yushu high in china's northwest qinghai province last wednesday the strongest quake to hit the area since 1976 numerous peat conversion fires slash and burn agriculture fires and wildfires affecting forests and other vegetation on the indonesian island of sumatra have been causing serious haze problems since the beginning of august 2005|0
on november 17 a bhr ofda airlift of 200 rolls of plastic sheeting 8 000 blankets and 4 000 water containers arrived in nairobi for onward transport to somalia by wfp and distribution by unicef|1
last tuesday 18 human rights ngos attended a one day workshop on transitional justice jointly organized by the human rights unit of unama and the aihrc|0
we need tents at delmas 75 location premiere impasse tranqu this could either be a street name of which the last word could well be tranquille or else they are saying that it is the first quiet dead end streete|1
baby supplies hygiene products non perishable foods|1
local administration is doing the debris removal work which may take another 1 or 2 days|0
rickywussup fuckit who tryna party tonight sippin on hurricanes through out the hurricane àö ü|0
the damage includes 22 bridges more than 10 sections of asphalt road within the district public facilities such as the school bank and health centers and the telephone relay station|1
india's prime minister manmohan singh has visited the worst affected areas and promised the full support of the military in relief operations|1
to increase water availability in all of the affected areas some large water storage tanks with proper delivery taps are needed|1
we live up in maine and i will coordinate food blankets etc what ever you folks need from up here and arrange to drop off at a site you specify please call email and let me know what you need and where to drop off|1
a waterspout and heavy rains hit novorossiisk anapa krymsk and other 15 settlements last thursday damaging 12 000 dwelling houses and administrative buildings and breaking railway transportation and traffic|1
at the national level countries must be able to receive and allocate funds from multiple sources with a minimum of transaction costs|0
i don't really know what i do to have a shelter i'm living on street with my mother she is 57 old and 3 children they are 5 old and two teen age their house has fallen down|0
how can i make to integrate the team which will build the provisional shelters|1
we are a group working with the people of sion we need help in sion food tents products to sanitize water|1
need food and mobile bathroom this is urgent thanks|1
hello how can i register my name because i have no house i have nothing|1
notes this message is already translated|0
i do not have a house it is on a ground that i am help me please|0
ayaz ahmed dist rajanpur tahsil jampur city muhmmedpur|0
however i must stress that the united nations system's efforts to mobilize international assistance to fight the catastrophic fires must continue while the return period of earlier destructive cyclones in bangladesh lay between thirty to fifty years recent ones are recurring nearly every eight years significantly increasing the frequency of devastating cyclones a hydrological drought occurs when precipitation has been reduced for an extended period of time and water supplies found in streams lakes rivers and reservoirs are deficient under the livelihood support cash grant scheme each eligible family will get rs beijing was hit by a massive storm on july 21 flooding downtown streets triggering landslides in suburban areas and resulting in more than 70 deaths equatorial guinea provides first contribution of 30 million for africa for africa anti hunger pool 22 february 2013 malabo rome equatorial guinea today donated 30 million to a new solidarity trust fund that aims to mobilize african financial resources in support of strengthening food security in the region|1
cuttack and bhubaneswar experienced frequent power cuts starting from friday night with power distributor cesu snapping supply as a precautionary measure|0
i am an economist i am in 5 years in ingineer electro mechanic in university of applied sciences in port au prince|0
fifty percent of the installed electricity capacity was paralysed for two days|0
and if id have to do an identity card where i am going please|0
with the ministry of rural rehabilitation and development as the major counterpart the wes programme aims to construct or rehabilitate handpumps dug wells boreholes latrines piped water systems and sanitation systems|0
problem in pestel we need help with the population|0
who provides guidance on hospital preparedness programmes emergency response plans and mass casualty management systems which are essential for health care facilities to manage internal and external risks and to ensure that they continue to function after a disaster strikes|1
yesterday goal cut the ribbon on a vast clean up operation in ampara with leaders of the local mosque attending the ceremonial aspect bringing a rare moment of light to a region that has been utterly devastated|0
the system is currently at the stage of tropical disturbance with pressure at the centre estimated at 1003 hpa average wind speed of 37km h and gusts at sea of 52 km h and is movin g slowly west south west|0
represents a danger for people passing by please do what you can for us|1
after the earthquake huge boulders blocked off the road to large vehicles|0
i would like to know how many aftershocks have occured in haiti|0
genesis ii will pass over santiago at mag 2 6 at 06 45 on 07 03 moves from 20 àû elevation s to 20 àû elevation ne over 5 min|0
orgeousdanger hahah santiago de chile sorry for the late but i couldnt use my pc in the lasts days|0
i can't tell nothing about this goal because i haven't knowlegde in this competence|0
we are in galet we are hungry tabarre 41 a little further up from the american embassy|1
winter demands that the priorities are reconstruction of homes health services particularly treatment of respiratory illnesses food clean water and restoration of livelihoods|1
flash flooding began following intense monsoon rains in the mountains of khyber pakhtunkhwa in north west pakistan around 26 july 2010|0
similarly the country is also in need of fully equipped self mobilizing and smart medical teams of orthopedic surgeons anesthetists neurologists paramedics general surgeons etc|0
rivers of slurry also destroyed and damaged homes homes in populated areas of the province according to the un|0
floods triggered by monsoon rains are affecting some 5 4 million people and displaced 1 8 million according to the agency|1
i want to know the info about the jobs|0
it's group consisting of social workers psychologists and sociologist based in gves since after the disaster that would like to offer psychological assiatnce|1
we need all kinds of can't read in jacmel thanks a lot|1
the prevailing situation in afghanistan with war ravaging the country serious drought afflicting certain regions and living conditions rapidly deteriorating only served to heighten fears about the fate of those returning according to its iranian head of mission francois calas|1
good morning 4636 we are really hungry we are dying here we do not have anything please help us|1
but one woman was found alive at another site in the city on wednesday and air lifted to hospital officials said|1
symptoms in humans include bleeding through the nose and mouth and liver failure|0
classical school and university can be opened for 2010|0
it affected the provinces with strong winds and medium to locally heavy rain|0
1 500 vulnerable families received pigs chickens and ducks for backyard farming|0
the makeshift tarpaulin shelters have leaked constantly rice stocks damaged by the may 2 storm have not dried out and the roads have become rivers of mud further preventing distribution of aid to the 2 4 million people affected|1
cws partners have recently received three containers of fortified soy rice meal packets donated by kids against hunger kah in minnesota and one container of school kits sent from united methodist committee on relief|1
i find never the answer about my question|0
dhaka 17 october 2007 irin a spate of deadly tornadoes has struck parts of bangladesh following this year's annual monsoon season|1
can help prepare food grocery shop for seniors|0
in kinnaur district seven houses were buried under snow and two people including a girl went missing after an avalanche hit runang village|1
mistake your efforts firm even when you hold dealt with imilliation hold firm even when circulates the fear with deepest of your heart even hold firm|0
fao assistance has taken the form of training boat builders boat repairs supplying boat engines fishing nets fish processing equipment seeds fertilizer and farm tools motorized cultivators cash for work to clear debris from farm land advice on dealing with salt water damage recommending sustainable timber use policies and planning coastal management|1
where are the people in charge we were supposed to be served in a brief delay|0
what is there for us who can we see|0
i don't understand the message they send please explain me what they want to say|0
why wouldn't there be a hurricane coming here in time for my flight to orlando this storm is perfect to go surfing|0
reporting live from nyc experiencing hurricane sandy's drizzle updates to follow http t co wjnjt1q6 connorstory98 radiohead during a hurricane uh perfect|0
benefiting 1 566 destitute pastoralist households the projects had a spillover effect on an estimated 120 000 pastoralists who utilized the recovered rangelands for grazing|0
iom's vehicle fleet currently consists of 102 trucks and 33 minivans operating at full capacity|0
wfp office in the dominican republic is participating in the emergency coordination meetings organized by the un system to prepare for a possible intervention to assist affected people once the hurricane leaves the island's shores|1
he assured the senate that reconstruction authority would rebuild these lost schools which would nonetheless take time|0
affected by the tropical low pressure system the hoang sa islands are seeing rough and choppy seas with strong winds|1
when a cyclone hits people are forced to move out to community shelters or to relatives' homes bringing with them only vital items such as blankets and food|1
besides hiv aids which is a major health problem the people also suffer from other sexually transmitted diseases tuberculosis and bilharzia an intestinal parasitic disease|0
does the service of tourism visa in the american embassy is fine now|0
this assembly already took a big step forward last year in algiers when you decided that those who come to power through unconstitutional means will no longer be welcome among you|0
the samastipur division was very severely affected with heavy damage caused at about 40 places due to breaches in railway tracks sinkage of embankments or overtopping|1
saed khan tahsel jampr zela rajnpr ghali rakh azmt wala|0
i lose my phone what must i do|0
the onset of the rains has replenished waterholes and improved pasture conditions in the drought stricken pastoral areas of the north and south|0
oms i am a chemistry i am a good driver would like to job as chemistry or driver|0
as a result the gulf of tonkin and the northern part of the east sea experienced northeasterly winds of up to level 7 and gusts of up to level 9|0
scattered rain and thundershower with isolated heavy rainfall are expected in sindh|0
in other areas the parasitic weed striga hermonitheca witchweed which is especially problematic on sorghum grown in nutrient poor soils is now widespread throughout the rain dependent cropping areas of northern ethiopia where it significant lowers potential crop yields|1
dear sir a great flood has hit our place and there is nothing more saved here our house|1
making food being home during hurricane sandy|1
rdeuceuno good looks im iight i heard we got another hurricane coming|1
i am found i'm in cap haitian my house in port au prince is destroyed|1
mongolia was vulnerable to a variety of natural disasters such as severe snowfalls droughts flash floods and earthquakes|0
i have to shower in the dark bc of this shit hurricane ok not coolclifton schools still without power closed on thursday northjersey com http t co 4oclhyie #clifton #nj#election2012 #sandyabc7 our new poll has race at 49 49 but broad positive response to obama on storm could sandy save obama|0
where is the plan takes place because i lost my house and my cousin i'm waiting for your answer thank you|1
food insecurity levels in the rest of the country remain at ipc phase i meaning adequate access to food of diverse dietary quality|0
in benin and togo all four major cooking oil industries and two wheat flour milling industries have been trained in using proper equipment securing quality vitamin and mineral premix and conducting quality assurance procedures|0
a bumper 1999 harvest in malawi resulted in exportable surpluses and reduced traditional informal maize imports from northern mozambique|0
w e n s e y o n v i k t i m k a t a s t r o f 1 2 j a n v y e m ' a p m a n d e n o u n e n p t mimi you start to finish with me i love you to have a normal home with you without hassle without getting angry i wil|0
one cannot fight for territorial integrity by fomenting interethnic strife hostility towards this or that religion|0
need food and medical aid in saidu sharif swat|1
india metrological department imd had issued a general local warning about the impending thunder squall in the north eastern region|0
#hurricane #sandy heading our way are you all prepared last hurricane i left town and the storm was worse upstate so this one i'm gonna stay put shrug #sandy|0
why did you send me these messages|0
australia will send urgent assistance to mongolia to counter the onset of widespread food shortages after mongolia experienced one of its harshest winters in recent history senator patterson announced today|1
we would like for the water company to intervene at fontamara 27 and rue jannot prolongee extension|0
following three successive cyclones and tropical storm in february march and april 2000 which devastated the north eastern and central east coast areas of madagascar coupled with persistent drought in the south an fao wfp joint mission visited the country from 23 april to 13 may 2000|1
4 the spla claimed that its forces had shot down three government helicopter gunships and killed 5 soldiers in bahr el ghazal while another 28 government troops were killed in a ground offensive|0
there is also a backflow during high tide on the ganga|1
this means they must know what to do when a major earthquake strikes and local authorities must have solid planning in place to get people away from the area as quickly as possible|0
information on haiti after the earthquakes|1
some of the worst hit villages include kavas malua bhadaka and shiv the water level is 25 27 feet above the ground level villages at a radius of 60 kms is submerged under water and there is no road or rail connectivity|0
please help me i need clothes or anything|1
have non perishable food canned goods especially baby supplies for sandy victims|1
situation torrential rains from late may until early june have triggered flooding which has turned vast areas of southern china into muddy lakes razed mountain villages and destroyed more than 76 000 housing units|0
there is a lot of damage affecting us in zone caridad petrelle street behind the school college we ask the appropriate authorities to|1
this message is not important|0
some humanitarian supplies have reportedly been taken into the southern governorates by the british military while unicef is making attempts to take an unspecified number of water trucks to the basrah area|1
what we're going to do in the rainy time|0
good evening we do not have a place to sleep we don't have water we don't have food it is only a small amount of wheat we got but it is already gone cooked and eaten|1
the major in country disease problem of grapes is powdery mildew which can deprive a farmer of the entire crop|0
thank you for the information i ask us do you need people for job i am available i am waiting for your answer|0
both mondi forest and peak timber companies lost 80 per cent of their tree plantations|0
about removing the debris from the damaged areas of ajk and nwfp the chairman erra said it's very difficult and costly project|0
nesmohwinckel back in nyc rode back w a amp j on lirr wondering what when where more help will be needed redcrossny #sandy|1
urgent breaking news many people are trapped injured killed in haiti s earthquake which has caused widespread massive damage|1
we needs mobil toilet leogane way gressier face to face of agoman acireh action citizen for the renovation of haiti|1
during the rainy season he explains we ensure adequate stocks of cabbages carrots lettuce avocadoes and potatoes from the country's south|0
the unhcr budget covers the provision of non food relief items to 310 000 displaced people registration site planning and development as well as camp management community services and initial winterisation in the camps|1
the ruling parties of south africa and rwanda have agreed to build a closer working relationship and to work against ethnic and racial intolerance to enable the african renaissance to take root|0
osefleur yes it is the damage in santiago is not important but the coast lines all along the areas that were strike hard are doing bad|0
they embodied ethnic and religious cleansing that would not stop at the borders of iraq and syria but had the ambition to spread beyond the middle east|0
hejakattack tomorrow for sandy queens ny http t co 9ayhwnslbring it on sandy we gucc out chea|0
what steps should i take to get a job|0
hello when will american airline reopen commercial flights|0
in the past 24 hours intense and persistent rainfall was recorded in the northern region of mozambique zambia malawi and tanzania|0
educational institutions will continue to remain closed for two days from monday as the cyclone ravaged people are accommodated in most of the school premises sources said on sunday|1
can they give help in nazon thimo's street in the israel camp|1
a medical relief delegate from swedish red cross arrived on 19 august and is supervis ing and coordinating the medical relief teams working in the flood affected areas|1
the reponsable authorities please i have a broken leg i lost evrything i do not have a home to stay no money no food|1
urgent please we are tired to ask help i've lost my father today we've been hosted in a center where my dad died i made a peas garden and|1
we're a family group living in cabaret there are 20 of us that need tents|1
in district jamshoro lakhra power house residential colony there is in vacant quarters flood affected people are living but no one taking care of them please do something for them|1
but you didn't say if you slept with me|0
other aspects of the training provided included the use of technology to produce higher yield and the preparation of organic manure|0
basti jam gulab pahore and basti ghulam haider pahore mouza pahoran u c chachran teh khan pur distt rahim yar khan due to recent flood our 50 houses has been completely damaged still we're staying in tents and suffering from severe cold|1
in a normal year roughly 50 per cent of families in thar send one person to the irrigated 'barrage' lands at the edge of the desert to work as day labourers and graze cattle|0
i would like to know if the earthquake could happen again at 8 5|0
good morning where can we register if we wanted to go to senegal nigeria need information|0
the study also recommends provincial planners to maintain or restore dunes wetlands and coastal forests as a way to buffer against storm surges improve water quality and regulate water flow|0
we are dying of hunger in lillavois47|1
at least a dozen including deer and a rhino calf drowned after floodwaters swamped the famed kaziranga national park in eastern assam|0
people in plaisance in the north of the country have problems most houses have more than 20 people who came from pap they don't have anything to eat at this time they need help|1
a total of 37 000 houses have been destroyed since the storm first made landfall in china on friday afternoon as a super typhoon packing winds exceeding 200 kilometres 124 miles an hour|1
ethiopia had sent five mi 35 helicopters to the african union united nations hybrid operation in darfur unamid and contributed a transport company an engineering unit and a logistics company to help the mission carry out its mandate he said|0
ernandopaulsen citation interseismic strain accumulation measured by gps in the seismic gap between constitucion and concepcion in chile|0
when he choice it's not me my love i love you|0
where can an hiv test be made|0
what god has made crooked god and the haiti earthquake or the tornadoes the hurricanes the tsunami the met http bit ly 6stufn|0
pkpa believes that about 90 of the kids are not immunized and plans to initiate in partnership with the local sub district clinic a two day immunization program followed by outreach to any missed children|1
im a victim who lost everything im in haitel's courtyard in bois verna with a lot of people we need water|1
a senior un relief official who visited the kivus earlier this month noted that eastern drc has been hit this year by massive humanitarian needs triggered by the rise of the m23 and violence by more than two dozen other armed groups across the region with widespread abuses against civilians including murder rape and brutal reprisals|1
harald braun germany aligning his delegation with the european union said that over the past years targeted violence against women and girls frequently committed in front of family members was used as a tactic of war to terrorize local populations and break down community structures|1
if i treat the water with aquatab how many days it will do|0
i miss you terribly my dear|0
hello there are a lot of people that left port au prince that came to cayes a lot of these people have nowehre to stay i am asking you on their behalf|1
european union eu foreign ministers on monday 28 january agreed in principle to impose targeted sanctions on zimbabwe if harare failed to allow an eu election observer mission into the country by 3 february and lift a ban on foreign journalists a british foreign office spokesman told irin|0
on the ground mapaction a small british based ngo that provides mapping and other geospatial information following natural disasters is a veteran in using maps to help emergency responders|0
i'd like to subscribe to the program|0
chile there was a 8 8 magnitude earthquake feb 27 with an epicenter 70 miles from concepcion the country's second largest city|0
to date there is no confirmation of donor contributions for this recently approved emergency operation|1
so a hurricane is going to be hitting new york awesome|0
664 patients are under treatment in various hospitals of the state of maharashtra|0
most have limited space and too few shelters resulting in severe overcrowding|0
179 people were killed 40 in guntur 24 in khammam 21 in hyderabad 18 in warangal and 76 in the other 14 districts 252 000 people are homeless 53 599 houses damaged 12 241 kilometres of road network damaged 2 436 minor irrigation tanks breached restoration work is in progress 1 147 power transformers damaged|1
the government of china in particular has been surprisingly quiet in the aftermath of this disaster and cannot remain so as a leading world power with enormous influence and interests in burma it must demonstrate its goodwill and render what is due to its devastated neighbour|0
no aftershocks just powercuts to contend with now in santiago|1
i say hi to the american people thanks for your help answer me and god bless you you and the other nation|1
for disaster reduction strategies to be successful and efficient they should be based on the understanding of the universal and multi disciplinary nature of disaster reduction which called for a coordinated approach encompassing the scientific technical humanitarian and developmental aspects|0
i am from district layyah requesting u that my sisters home has been destroyed because of flood and problem is this that she never got a watan card and never got any relied from government|1
